pom,season,pom_s1count,pom_s3count
Mujeeb Ur Rahman,2013,0.0,0.0
Mujeeb Ur Rahman,2014,0.0,0.0
Mujeeb Ur Rahman,2015,0.0,0.0
Mujeeb Ur Rahman,2016,0.0,0.0
Mujeeb Ur Rahman,2017,0.0,0.0
Mujeeb Ur Rahman,2018,1.0,1.0
Mujeeb Ur Rahman,2019,0.0,1.0
Mujeeb Ur Rahman,2020,0.0,1.0
Mujeeb Ur Rahman,2021,0.0,0.0
Mujeeb Ur Rahman,2022,0.0,0.0
Mujeeb Ur Rahman,2023,0.0,0.0
Mujeeb Ur Rahman,2024,0.0,0.0
Mukesh Choudhary,2008,0.0,0.0
Mukesh Choudhary,2009,0.0,0.0
Mukesh Choudhary,2010,0.0,0.0
Mukesh Choudhary,2011,0.0,0.0
Mukesh Choudhary,2012,0.0,0.0
Mukesh Choudhary,2013,0.0,0.0
Mukesh Choudhary,2014,0.0,0.0
Mukesh Choudhary,2015,0.0,0.0
Mukesh Choudhary,2016,0.0,0.0
Mukesh Choudhary,2017,0.0,0.0
Mukesh Choudhary,2018,0.0,0.0
Mukesh Choudhary,2019,0.0,0.0
Mukesh Choudhary,2020,0.0,0.0
Mukesh Choudhary,2021,0.0,0.0
Mukesh Choudhary,2022,1.0,1.0
Mukesh Choudhary,2023,0.0,1.0
Mukesh Choudhary,2024,0.0,1.0
Munaf Patel,2008,0.0,0.0
Munaf Patel,2009,0.0,0.0
Munaf Patel,2010,0.0,0.0
Munaf Patel,2011,2.0,2.0
Munaf Patel,2012,0.0,2.0
Munaf Patel,2013,0.0,2.0
Munaf Patel,2014,0.0,0.0
Munaf Patel,2015,0.0,0.0
Munaf Patel,2016,0.0,0.0
Munaf Patel,2017,0.0,0.0
Munaf Patel,2018,0.0,0.0
Munaf Patel,2019,0.0,0.0
Munaf Patel,2020,0.0,0.0
Munaf Patel,2021,0.0,0.0
Munaf Patel,2022,0.0,0.0
Munaf Patel,2023,0.0,0.0
Munaf Patel,2024,0.0,0.0
Murali Kartik,2008,0.0,0.0
Murali Kartik,2009,0.0,0.0
Murali Kartik,2010,1.0,1.0
Murali Kartik,2011,0.0,1.0
Murali Kartik,2012,0.0,1.0
Murali Kartik,2013,0.0,0.0
Murali Kartik,2014,0.0,0.0
Murali Kartik,2015,0.0,0.0
Murali Kartik,2016,0.0,0.0
Murali Kartik,2017,0.0,0.0
Murali Kartik,2018,0.0,0.0
Murali Kartik,2019,0.0,0.0
Murali Kartik,2020,0.0,0.0
Murali Kartik,2021,0.0,0.0
Murali Kartik,2022,0.0,0.0
Murali Kartik,2023,0.0,0.0
Murali Kartik,2024,0.0,0.0
Murali Vijay,2008,0.0,0.0
Murali Vijay,2009,0.0,0.0
Murali Vijay,2010,2.0,2.0
Murali Vijay,2011,2.0,4.0
Murali Vijay,2012,1.0,5.0
Murali Vijay,2013,0.0,3.0
Murali Vijay,2014,1.0,2.0
Murali Vijay,2015,0.0,1.0
Murali Vijay,2016,0.0,1.0
Murali Vijay,2017,0.0,0.0
Murali Vijay,2018,0.0,0.0
Murali Vijay,2019,0.0,0.0
Murali Vijay,2020,0.0,0.0
Murali Vijay,2021,0.0,0.0
Murali Vijay,2022,0.0,0.0
Murali Vijay,2023,0.0,0.0
Murali Vijay,2024,0.0,0.0
Mustafizur Rahman,2008,0.0,0.0
Mustafizur Rahman,2009,0.0,0.0
Mustafizur Rahman,2010,0.0,0.0
Mustafizur Rahman,2011,0.0,0.0
Mustafizur Rahman,2012,0.0,0.0
Mustafizur Rahman,2013,0.0,0.0
Mustafizur Rahman,2014,0.0,0.0
Mustafizur Rahman,2015,0.0,0.0
Mustafizur Rahman,2016,1.0,1.0
Mustafizur Rahman,2017,0.0,1.0
Mustafizur Rahman,2018,0.0,1.0
Mustafizur Rahman,2019,0.0,0.0
Mustafizur Rahman,2020,0.0,0.0
Mustafizur Rahman,2021,0.0,0.0
Mustafizur Rahman,2022,0.0,0.0
Mustafizur Rahman,2023,0.0,0.0
Mustafizur Rahman,2024,1.0,1.0
Muttiah Muralitharan,2008,0.0,0.0
Muttiah Muralitharan,2009,2.0,2.0
Muttiah Muralitharan,2010,0.0,2.0
Muttiah Muralitharan,2011,0.0,2.0
Muttiah Muralitharan,2012,0.0,0.0
Muttiah Muralitharan,2013,0.0,0.0
Muttiah Muralitharan,2014,0.0,0.0
Muttiah Muralitharan,2015,0.0,0.0
Muttiah Muralitharan,2016,0.0,0.0
Muttiah Muralitharan,2017,0.0,0.0
Muttiah Muralitharan,2018,0.0,0.0
Muttiah Muralitharan,2019,0.0,0.0
Muttiah Muralitharan,2020,0.0,0.0
Muttiah Muralitharan,2021,0.0,0.0
Muttiah Muralitharan,2022,0.0,0.0
Muttiah Muralitharan,2023,0.0,0.0
Muttiah Muralitharan,2024,0.0,0.0
Naman Ojha,2008,0.0,0.0
Naman Ojha,2009,0.0,0.0
Naman Ojha,2010,1.0,1.0
Naman Ojha,2011,0.0,1.0
Naman Ojha,2012,0.0,1.0
Naman Ojha,2013,0.0,0.0
Naman Ojha,2014,0.0,0.0
Naman Ojha,2015,0.0,0.0
Naman Ojha,2016,0.0,0.0
Naman Ojha,2017,0.0,0.0
Naman Ojha,2018,0.0,0.0
Naman Ojha,2019,0.0,0.0
Naman Ojha,2020,0.0,0.0
Naman Ojha,2021,0.0,0.0
Naman Ojha,2022,0.0,0.0
Naman Ojha,2023,0.0,0.0
Naman Ojha,2024,0.0,0.0
Nathan Coulter-Nile,2008,0.0,0.0
Nathan Coulter-Nile,2009,0.0,0.0
Nathan Coulter-Nile,2010,0.0,0.0
Nathan Coulter-Nile,2011,0.0,0.0
Nathan Coulter-Nile,2012,0.0,0.0
Nathan Coulter-Nile,2013,0.0,0.0
Nathan Coulter-Nile,2014,0.0,0.0
Nathan Coulter-Nile,2015,1.0,1.0
Nathan Coulter-Nile,2016,0.0,1.0
Nathan Coulter-Nile,2017,3.0,4.0
Nathan Coulter-Nile,2018,0.0,3.0
Nathan Coulter-Nile,2019,0.0,3.0
Nathan Coulter-Nile,2020,0.0,0.0
Nathan Coulter-Nile,2021,1.0,1.0
Nathan Coulter-Nile,2022,0.0,1.0
Nathan Coulter-Nile,2023,0.0,1.0
Nathan Coulter-Nile,2024,0.0,0.0
Nathan Ellis,2008,0.0,0.0
Nathan Ellis,2009,0.0,0.0
Nathan Ellis,2010,0.0,0.0
Nathan Ellis,2011,0.0,0.0
Nathan Ellis,2012,0.0,0.0
Nathan Ellis,2013,0.0,0.0
Nathan Ellis,2014,0.0,0.0
Nathan Ellis,2015,0.0,0.0
Nathan Ellis,2016,0.0,0.0
Nathan Ellis,2017,0.0,0.0
Nathan Ellis,2018,0.0,0.0
Nathan Ellis,2019,0.0,0.0
Nathan Ellis,2020,0.0,0.0
Nathan Ellis,2021,0.0,0.0
Nathan Ellis,2022,0.0,0.0
Nathan Ellis,2023,1.0,1.0
Nathan Ellis,2024,0.0,1.0
Nicholas Pooran,2008,0.0,0.0
Nicholas Pooran,2009,0.0,0.0
Nicholas Pooran,2010,0.0,0.0
Nicholas Pooran,2011,0.0,0.0
Nicholas Pooran,2012,0.0,0.0
Nicholas Pooran,2013,0.0,0.0
Nicholas Pooran,2014,0.0,0.0
Nicholas Pooran,2015,0.0,0.0
Nicholas Pooran,2016,0.0,0.0
Nicholas Pooran,2017,0.0,0.0
Nicholas Pooran,2018,0.0,0.0
Nicholas Pooran,2019,0.0,0.0
Nicholas Pooran,2020,0.0,0.0
Nicholas Pooran,2021,0.0,0.0
Nicholas Pooran,2022,0.0,0.0
Nicholas Pooran,2023,2.0,2.0
Nicholas Pooran,2024,1.0,3.0
Nitish Kumar Reddy,2008,0.0,0.0
Nitish Kumar Reddy,2009,0.0,0.0
Nitish Kumar Reddy,2010,0.0,0.0
Nitish Kumar Reddy,2011,0.0,0.0
Nitish Kumar Reddy,2012,0.0,0.0
Nitish Kumar Reddy,2013,0.0,0.0
Nitish Kumar Reddy,2014,0.0,0.0
Nitish Kumar Reddy,2015,0.0,0.0
Nitish Kumar Reddy,2016,0.0,0.0
Nitish Kumar Reddy,2017,0.0,0.0
Nitish Kumar Reddy,2018,0.0,0.0
Nitish Kumar Reddy,2019,0.0,0.0
Nitish Kumar Reddy,2020,0.0,0.0
Nitish Kumar Reddy,2021,0.0,0.0
Nitish Kumar Reddy,2022,0.0,0.0
Nitish Kumar Reddy,2023,0.0,0.0
Nitish Kumar Reddy,2024,1.0,1.0
Nitish Rana,2008,0.0,0.0
Nitish Rana,2009,0.0,0.0
Nitish Rana,2010,0.0,0.0
Nitish Rana,2011,0.0,0.0
Nitish Rana,2012,0.0,0.0
Nitish Rana,2013,0.0,0.0
Nitish Rana,2014,0.0,0.0
Nitish Rana,2015,0.0,0.0
Nitish Rana,2016,0.0,0.0
Nitish Rana,2017,2.0,2.0
Nitish Rana,2018,2.0,4.0
Nitish Rana,2019,0.0,4.0
Nitish Rana,2020,0.0,2.0
Nitish Rana,2021,1.0,1.0
Nitish Rana,2022,0.0,1.0
Nitish Rana,2023,0.0,1.0
Nitish Rana,2024,0.0,0.0
Nuwan Kulasekara,2008,0.0,0.0
Nuwan Kulasekara,2009,0.0,0.0
Nuwan Kulasekara,2010,0.0,0.0
Nuwan Kulasekara,2011,0.0,0.0
Nuwan Kulasekara,2012,1.0,1.0
Nuwan Kulasekara,2013,0.0,1.0
Nuwan Kulasekara,2014,0.0,1.0
Nuwan Kulasekara,2015,0.0,0.0
Nuwan Kulasekara,2016,0.0,0.0
Nuwan Kulasekara,2017,0.0,0.0
Nuwan Kulasekara,2018,0.0,0.0
Nuwan Kulasekara,2019,0.0,0.0
Nuwan Kulasekara,2020,0.0,0.0
Nuwan Kulasekara,2021,0.0,0.0
Nuwan Kulasekara,2022,0.0,0.0
Nuwan Kulasekara,2023,0.0,0.0
Nuwan Kulasekara,2024,0.0,0.0
Odean Smith,2008,0.0,0.0
Odean Smith,2009,0.0,0.0
Odean Smith,2010,0.0,0.0
Odean Smith,2011,0.0,0.0
Odean Smith,2012,0.0,0.0
Odean Smith,2013,0.0,0.0
Odean Smith,2014,0.0,0.0
Odean Smith,2015,0.0,0.0
Odean Smith,2016,0.0,0.0
Odean Smith,2017,0.0,0.0
Odean Smith,2018,0.0,0.0
Odean Smith,2019,0.0,0.0
Odean Smith,2020,0.0,0.0
Odean Smith,2021,0.0,0.0
Odean Smith,2022,1.0,1.0
Odean Smith,2023,0.0,1.0
Odean Smith,2024,0.0,1.0
Parthiv Patel,2008,0.0,0.0
Parthiv Patel,2009,0.0,0.0
Parthiv Patel,2010,0.0,0.0
Parthiv Patel,2011,0.0,0.0
Parthiv Patel,2012,0.0,0.0
Parthiv Patel,2013,2.0,2.0
Parthiv Patel,2014,1.0,3.0
Parthiv Patel,2015,0.0,3.0
Parthiv Patel,2016,1.0,2.0
Parthiv Patel,2017,0.0,1.0
Parthiv Patel,2018,0.0,1.0
Parthiv Patel,2019,1.0,1.0
Parthiv Patel,2020,0.0,1.0
Parthiv Patel,2021,0.0,1.0
Parthiv Patel,2022,0.0,0.0
Parthiv Patel,2023,0.0,0.0
Parthiv Patel,2024,0.0,0.0
Pat Cummins,2008,0.0,0.0
Pat Cummins,2009,0.0,0.0
Pat Cummins,2010,0.0,0.0
Pat Cummins,2011,0.0,0.0
Pat Cummins,2012,0.0,0.0
Pat Cummins,2013,0.0,0.0
Pat Cummins,2014,0.0,0.0
Pat Cummins,2015,0.0,0.0
Pat Cummins,2016,0.0,0.0
Pat Cummins,2017,0.0,0.0
Pat Cummins,2018,0.0,0.0
Pat Cummins,2019,0.0,0.0
Pat Cummins,2020,1.0,1.0
Pat Cummins,2021,0.0,1.0
Pat Cummins,2022,1.0,2.0
Pat Cummins,2023,0.0,1.0
Pat Cummins,2024,0.0,1.0
Paul Collingwood,2008,0.0,0.0
Paul Collingwood,2009,0.0,0.0
Paul Collingwood,2010,1.0,1.0
Paul Collingwood,2011,0.0,1.0
Paul Collingwood,2012,0.0,1.0
Paul Collingwood,2013,0.0,0.0
Paul Collingwood,2014,0.0,0.0
Paul Collingwood,2015,0.0,0.0
Paul Collingwood,2016,0.0,0.0
Paul Collingwood,2017,0.0,0.0
Paul Collingwood,2018,0.0,0.0
Paul Collingwood,2019,0.0,0.0
Paul Collingwood,2020,0.0,0.0
Paul Collingwood,2021,0.0,0.0
Paul Collingwood,2022,0.0,0.0
Paul Collingwood,2023,0.0,0.0
Paul Collingwood,2024,0.0,0.0
Paul Valthaty,2008,0.0,0.0
Paul Valthaty,2009,0.0,0.0
Paul Valthaty,2010,0.0,0.0
Paul Valthaty,2011,2.0,2.0
Paul Valthaty,2012,0.0,2.0
Paul Valthaty,2013,0.0,2.0
Paul Valthaty,2014,0.0,0.0
Paul Valthaty,2015,0.0,0.0
Paul Valthaty,2016,0.0,0.0
Paul Valthaty,2017,0.0,0.0
Paul Valthaty,2018,0.0,0.0
Paul Valthaty,2019,0.0,0.0
Paul Valthaty,2020,0.0,0.0
Paul Valthaty,2021,0.0,0.0
Paul Valthaty,2022,0.0,0.0
Paul Valthaty,2023,0.0,0.0
Paul Valthaty,2024,0.0,0.0
Pawan Negi,2008,0.0,0.0
Pawan Negi,2009,0.0,0.0
Pawan Negi,2010,0.0,0.0
Pawan Negi,2011,0.0,0.0
Pawan Negi,2012,1.0,1.0
Pawan Negi,2013,0.0,1.0
Pawan Negi,2014,0.0,1.0
Pawan Negi,2015,1.0,1.0
Pawan Negi,2016,0.0,1.0
Pawan Negi,2017,0.0,1.0
Pawan Negi,2018,0.0,0.0
Pawan Negi,2019,0.0,0.0
Pawan Negi,2020,0.0,0.0
Pawan Negi,2021,0.0,0.0
Pawan Negi,2022,0.0,0.0
Pawan Negi,2023,0.0,0.0
Pawan Negi,2024,0.0,0.0
Phil Salt,2008,0.0,0.0
Phil Salt,2009,0.0,0.0
Phil Salt,2010,0.0,0.0
Phil Salt,2011,0.0,0.0
Phil Salt,2012,0.0,0.0
Phil Salt,2013,0.0,0.0
Phil Salt,2014,0.0,0.0
Phil Salt,2015,0.0,0.0
Phil Salt,2016,0.0,0.0
Phil Salt,2017,0.0,0.0
Phil Salt,2018,0.0,0.0
Phil Salt,2019,0.0,0.0
Phil Salt,2020,0.0,0.0
Phil Salt,2021,0.0,0.0
Phil Salt,2022,0.0,0.0
Phil Salt,2023,1.0,1.0
Phil Salt,2024,1.0,2.0
Piyush Chawla,2008,0.0,0.0
Piyush Chawla,2009,0.0,0.0
Piyush Chawla,2010,1.0,1.0
Piyush Chawla,2011,1.0,2.0
Piyush Chawla,2012,0.0,2.0
Piyush Chawla,2013,0.0,1.0
Piyush Chawla,2014,0.0,0.0
Piyush Chawla,2015,1.0,1.0
Piyush Chawla,2016,0.0,1.0
Piyush Chawla,2017,0.0,1.0
Piyush Chawla,2018,0.0,0.0
Piyush Chawla,2019,0.0,0.0
Piyush Chawla,2020,0.0,0.0
Piyush Chawla,2021,0.0,0.0
Piyush Chawla,2022,0.0,0.0
Piyush Chawla,2023,0.0,0.0
Piyush Chawla,2024,0.0,0.0
Prabhsimran Singh,2008,0.0,0.0
Prabhsimran Singh,2009,0.0,0.0
Prabhsimran Singh,2010,0.0,0.0
Prabhsimran Singh,2011,0.0,0.0
Prabhsimran Singh,2012,0.0,0.0
Prabhsimran Singh,2013,0.0,0.0
Prabhsimran Singh,2014,0.0,0.0
Prabhsimran Singh,2015,0.0,0.0
Prabhsimran Singh,2016,0.0,0.0
Prabhsimran Singh,2017,0.0,0.0
Prabhsimran Singh,2018,0.0,0.0
Prabhsimran Singh,2019,0.0,0.0
Prabhsimran Singh,2020,0.0,0.0
Prabhsimran Singh,2021,0.0,0.0
Prabhsimran Singh,2022,0.0,0.0
Prabhsimran Singh,2023,1.0,1.0
Prabhsimran Singh,2024,0.0,1.0
Pragyan Ojha,2008,0.0,0.0
Pragyan Ojha,2009,1.0,1.0
Pragyan Ojha,2010,0.0,1.0
Pragyan Ojha,2011,0.0,1.0
Pragyan Ojha,2012,0.0,0.0
Pragyan Ojha,2013,0.0,0.0
Pragyan Ojha,2014,0.0,0.0
Pragyan Ojha,2015,0.0,0.0
Pragyan Ojha,2016,0.0,0.0
Pragyan Ojha,2017,0.0,0.0
Pragyan Ojha,2018,0.0,0.0
Pragyan Ojha,2019,0.0,0.0
Pragyan Ojha,2020,0.0,0.0
Pragyan Ojha,2021,0.0,0.0
Pragyan Ojha,2022,0.0,0.0
Pragyan Ojha,2023,0.0,0.0
Pragyan Ojha,2024,0.0,0.0
Prasanth Parameswaran,2008,0.0,0.0
Prasanth Parameswaran,2009,0.0,0.0
Prasanth Parameswaran,2010,0.0,0.0
Prasanth Parameswaran,2011,1.0,1.0
Prasanth Parameswaran,2012,0.0,1.0
Prasanth Parameswaran,2013,0.0,1.0
Prasanth Parameswaran,2014,0.0,0.0
Prasanth Parameswaran,2015,0.0,0.0
Prasanth Parameswaran,2016,0.0,0.0
Prasanth Parameswaran,2017,0.0,0.0
Prasanth Parameswaran,2018,0.0,0.0
Prasanth Parameswaran,2019,0.0,0.0
Prasanth Parameswaran,2020,0.0,0.0
Prasanth Parameswaran,2021,0.0,0.0
Prasanth Parameswaran,2022,0.0,0.0
Prasanth Parameswaran,2023,0.0,0.0
Prasanth Parameswaran,2024,0.0,0.0
Praveen Kumar,2008,1.0,1.0
Praveen Kumar,2009,0.0,1.0
Praveen Kumar,2010,0.0,1.0
Praveen Kumar,2011,0.0,0.0
Praveen Kumar,2012,0.0,0.0
Praveen Kumar,2013,0.0,0.0
Praveen Kumar,2014,0.0,0.0
Praveen Kumar,2015,0.0,0.0
Praveen Kumar,2016,1.0,1.0
Praveen Kumar,2017,0.0,1.0
Praveen Kumar,2018,0.0,1.0
Praveen Kumar,2019,0.0,0.0
Praveen Kumar,2020,0.0,0.0
Praveen Kumar,2021,0.0,0.0
Praveen Kumar,2022,0.0,0.0
Praveen Kumar,2023,0.0,0.0
Praveen Kumar,2024,0.0,0.0
Pravin Tambe,2008,0.0,0.0
Pravin Tambe,2009,0.0,0.0
Pravin Tambe,2010,0.0,0.0
Pravin Tambe,2011,0.0,0.0
Pravin Tambe,2012,0.0,0.0
Pravin Tambe,2013,0.0,0.0
Pravin Tambe,2014,2.0,2.0
Pravin Tambe,2015,0.0,2.0
Pravin Tambe,2016,0.0,2.0
Pravin Tambe,2017,0.0,0.0
Pravin Tambe,2018,0.0,0.0
Pravin Tambe,2019,0.0,0.0
Pravin Tambe,2020,0.0,0.0
Pravin Tambe,2021,0.0,0.0
Pravin Tambe,2022,0.0,0.0
Pravin Tambe,2023,0.0,0.0
Pravin Tambe,2024,0.0,0.0
Prerak Mankad,2008,0.0,0.0
Prerak Mankad,2009,0.0,0.0
Prerak Mankad,2010,0.0,0.0
Prerak Mankad,2011,0.0,0.0
Prerak Mankad,2012,0.0,0.0
Prerak Mankad,2013,0.0,0.0
Prerak Mankad,2014,0.0,0.0
Prerak Mankad,2015,0.0,0.0
Prerak Mankad,2016,0.0,0.0
Prerak Mankad,2017,0.0,0.0
Prerak Mankad,2018,0.0,0.0
Prerak Mankad,2019,0.0,0.0
Prerak Mankad,2020,0.0,0.0
Prerak Mankad,2021,0.0,0.0
Prerak Mankad,2022,0.0,0.0
Prerak Mankad,2023,1.0,1.0
Prerak Mankad,2024,0.0,1.0
Prithvi Shaw,2008,0.0,0.0
Prithvi Shaw,2009,0.0,0.0
Prithvi Shaw,2010,0.0,0.0
Prithvi Shaw,2011,0.0,0.0
Prithvi Shaw,2012,0.0,0.0
Prithvi Shaw,2013,0.0,0.0
Prithvi Shaw,2014,0.0,0.0
Prithvi Shaw,2015,0.0,0.0
Prithvi Shaw,2016,0.0,0.0
Prithvi Shaw,2017,0.0,0.0
Prithvi Shaw,2018,0.0,0.0
Prithvi Shaw,2019,1.0,1.0
Prithvi Shaw,2020,1.0,2.0
Prithvi Shaw,2021,2.0,4.0
Prithvi Shaw,2022,0.0,3.0
Prithvi Shaw,2023,0.0,2.0
Prithvi Shaw,2024,0.0,0.0
Priyam Garg,2008,0.0,0.0
Priyam Garg,2009,0.0,0.0
Priyam Garg,2010,0.0,0.0
Priyam Garg,2011,0.0,0.0
Priyam Garg,2012,0.0,0.0
Priyam Garg,2013,0.0,0.0
Priyam Garg,2014,0.0,0.0
Priyam Garg,2015,0.0,0.0
Priyam Garg,2016,0.0,0.0
Priyam Garg,2017,0.0,0.0
Priyam Garg,2018,0.0,0.0
Priyam Garg,2019,0.0,0.0
Priyam Garg,2020,1.0,1.0
Priyam Garg,2021,0.0,1.0
Priyam Garg,2022,0.0,1.0
Priyam Garg,2023,0.0,0.0
Priyam Garg,2024,0.0,0.0
Quinton de Kock,2008,0.0,0.0
Quinton de Kock,2009,0.0,0.0
Quinton de Kock,2010,0.0,0.0
Quinton de Kock,2011,0.0,0.0
Quinton de Kock,2012,0.0,0.0
Quinton de Kock,2013,0.0,0.0
Quinton de Kock,2014,0.0,0.0
Quinton de Kock,2015,0.0,0.0
Quinton de Kock,2016,1.0,1.0
Quinton de Kock,2017,0.0,1.0
Quinton de Kock,2018,0.0,1.0
Quinton de Kock,2019,0.0,0.0
Quinton de Kock,2020,2.0,2.0
Quinton de Kock,2021,1.0,3.0
Quinton de Kock,2022,2.0,5.0
Quinton de Kock,2023,0.0,3.0
Quinton de Kock,2024,0.0,2.0
RP Singh,2008,0.0,0.0
RP Singh,2009,1.0,1.0
RP Singh,2010,0.0,1.0
RP Singh,2011,0.0,1.0
RP Singh,2012,0.0,0.0
RP Singh,2013,0.0,0.0
RP Singh,2014,0.0,0.0
RP Singh,2015,0.0,0.0
RP Singh,2016,0.0,0.0
RP Singh,2017,0.0,0.0
RP Singh,2018,0.0,0.0
RP Singh,2019,0.0,0.0
RP Singh,2020,0.0,0.0
RP Singh,2021,0.0,0.0
RP Singh,2022,0.0,0.0
RP Singh,2023,0.0,0.0
RP Singh,2024,0.0,0.0
Rahul Chahar,2008,0.0,0.0
Rahul Chahar,2009,0.0,0.0
Rahul Chahar,2010,0.0,0.0
Rahul Chahar,2011,0.0,0.0
Rahul Chahar,2012,0.0,0.0
Rahul Chahar,2013,0.0,0.0
Rahul Chahar,2014,0.0,0.0
Rahul Chahar,2015,0.0,0.0
Rahul Chahar,2016,0.0,0.0
Rahul Chahar,2017,0.0,0.0
Rahul Chahar,2018,0.0,0.0
Rahul Chahar,2019,0.0,0.0
Rahul Chahar,2020,0.0,0.0
Rahul Chahar,2021,1.0,1.0
Rahul Chahar,2022,0.0,1.0
Rahul Chahar,2023,0.0,1.0
Rahul Chahar,2024,0.0,0.0
Rahul Dravid,2008,0.0,0.0
Rahul Dravid,2009,1.0,1.0
Rahul Dravid,2010,0.0,1.0
Rahul Dravid,2011,0.0,1.0
Rahul Dravid,2012,0.0,0.0
Rahul Dravid,2013,1.0,1.0
Rahul Dravid,2014,0.0,1.0
Rahul Dravid,2015,0.0,1.0
Rahul Dravid,2016,0.0,0.0
Rahul Dravid,2017,0.0,0.0
Rahul Dravid,2018,0.0,0.0
Rahul Dravid,2019,0.0,0.0
Rahul Dravid,2020,0.0,0.0
Rahul Dravid,2021,0.0,0.0
Rahul Dravid,2022,0.0,0.0
Rahul Dravid,2023,0.0,0.0
Rahul Dravid,2024,0.0,0.0
Rahul Sharma,2008,0.0,0.0
Rahul Sharma,2009,0.0,0.0
Rahul Sharma,2010,0.0,0.0
Rahul Sharma,2011,2.0,2.0
Rahul Sharma,2012,0.0,2.0
Rahul Sharma,2013,0.0,2.0
Rahul Sharma,2014,0.0,0.0
Rahul Sharma,2015,0.0,0.0
Rahul Sharma,2016,0.0,0.0
Rahul Sharma,2017,0.0,0.0
Rahul Sharma,2018,0.0,0.0
Rahul Sharma,2019,0.0,0.0
Rahul Sharma,2020,0.0,0.0
Rahul Sharma,2021,0.0,0.0
Rahul Sharma,2022,0.0,0.0
Rahul Sharma,2023,0.0,0.0
Rahul Sharma,2024,0.0,0.0
Rahul Tewatia,2008,0.0,0.0
Rahul Tewatia,2009,0.0,0.0
Rahul Tewatia,2010,0.0,0.0
Rahul Tewatia,2011,0.0,0.0
Rahul Tewatia,2012,0.0,0.0
Rahul Tewatia,2013,0.0,0.0
Rahul Tewatia,2014,0.0,0.0
Rahul Tewatia,2015,0.0,0.0
Rahul Tewatia,2016,0.0,0.0
Rahul Tewatia,2017,0.0,0.0
Rahul Tewatia,2018,0.0,0.0
Rahul Tewatia,2019,0.0,0.0
Rahul Tewatia,2020,1.0,1.0
Rahul Tewatia,2021,0.0,1.0
Rahul Tewatia,2022,1.0,2.0
Rahul Tewatia,2023,0.0,1.0
Rahul Tewatia,2024,0.0,1.0
Rahul Tripathi,2008,0.0,0.0
Rahul Tripathi,2009,0.0,0.0
Rahul Tripathi,2010,0.0,0.0
Rahul Tripathi,2011,0.0,0.0
Rahul Tripathi,2012,0.0,0.0
Rahul Tripathi,2013,0.0,0.0
Rahul Tripathi,2014,0.0,0.0
Rahul Tripathi,2015,0.0,0.0
Rahul Tripathi,2016,0.0,0.0
Rahul Tripathi,2017,1.0,1.0
Rahul Tripathi,2018,0.0,1.0
Rahul Tripathi,2019,0.0,1.0
Rahul Tripathi,2020,1.0,1.0
Rahul Tripathi,2021,0.0,1.0
Rahul Tripathi,2022,2.0,3.0
Rahul Tripathi,2023,0.0,2.0
Rahul Tripathi,2024,0.0,2.0
Rajat Bhatia,2008,0.0,0.0
Rajat Bhatia,2009,1.0,1.0
Rajat Bhatia,2010,0.0,1.0
Rajat Bhatia,2011,0.0,1.0
Rajat Bhatia,2012,0.0,0.0
Rajat Bhatia,2013,0.0,0.0
Rajat Bhatia,2014,0.0,0.0
Rajat Bhatia,2015,0.0,0.0
Rajat Bhatia,2016,0.0,0.0
Rajat Bhatia,2017,0.0,0.0
Rajat Bhatia,2018,0.0,0.0
Rajat Bhatia,2019,0.0,0.0
Rajat Bhatia,2020,0.0,0.0
Rajat Bhatia,2021,0.0,0.0
Rajat Bhatia,2022,0.0,0.0
Rajat Bhatia,2023,0.0,0.0
Rajat Bhatia,2024,0.0,0.0
Rajat Patidar,2008,0.0,0.0
Rajat Patidar,2009,0.0,0.0
Rajat Patidar,2010,0.0,0.0
Rajat Patidar,2011,0.0,0.0
Rajat Patidar,2012,0.0,0.0
Rajat Patidar,2013,0.0,0.0
Rajat Patidar,2014,0.0,0.0
Rajat Patidar,2015,0.0,0.0
Rajat Patidar,2016,0.0,0.0
Rajat Patidar,2017,0.0,0.0
Rajat Patidar,2018,0.0,0.0
Rajat Patidar,2019,0.0,0.0
Rajat Patidar,2020,0.0,0.0
Rajat Patidar,2021,0.0,0.0
Rajat Patidar,2022,1.0,1.0
Rajat Patidar,2023,0.0,1.0
Rajat Patidar,2024,1.0,2.0
Rashid Khan,2008,0.0,0.0
Rashid Khan,2009,0.0,0.0
Rashid Khan,2010,0.0,0.0
Rashid Khan,2011,0.0,0.0
Rashid Khan,2012,0.0,0.0
Rashid Khan,2013,0.0,0.0
Rashid Khan,2014,0.0,0.0
Rashid Khan,2015,0.0,0.0
Rashid Khan,2016,0.0,0.0
Rashid Khan,2017,2.0,2.0
Rashid Khan,2018,4.0,6.0
Rashid Khan,2019,1.0,7.0
Rashid Khan,2020,1.0,6.0
Rashid Khan,2021,0.0,2.0
Rashid Khan,2022,1.0,2.0
Rashid Khan,2023,2.0,3.0
Rashid Khan,2024,1.0,4.0
Ravi Bopara,2008,0.0,0.0
Ravi Bopara,2009,1.0,1.0
Ravi Bopara,2010,0.0,1.0
Ravi Bopara,2011,0.0,1.0
Ravi Bopara,2012,0.0,0.0
Ravi Bopara,2013,0.0,0.0
Ravi Bopara,2014,0.0,0.0
Ravi Bopara,2015,0.0,0.0
Ravi Bopara,2016,0.0,0.0
Ravi Bopara,2017,0.0,0.0
